4.388673;45.459641;Allez les verts;saint les 1 football musée cest plus dor etienne monty qui forts chanson association asse disque geoffroy française verts ligue guichard
3.769683;45.817628;Entouré de verdure...Le château de la Merlée.;loire marybel forez chateaudelamerlée
4.615201;45.389348;forêt fantasmagorique;nature landscape ngc olympus paysage loire foret arbre brouillard rhonealpes pilat parcdupilat
4.717907;45.462230;Promenade en famille à La Chapelle-Villars (Parc naturel du Pilat - France) #country #countryside #campagne #hike #hiking #mouton #moutons #sheep #lachapellevillars #condrieu #pilat #pilatmonparc #loiretourisme #parcdupilat #rhonealpes #france #ig_france;square squareformat lark iphoneography instagramapp uploaded:by=instagram
3.953275;45.863311;Chapelle Sainte Barbe à Grézolles.;france arbre marybel rhônealpes arbustefleuri chapellestebarbe grézolles
4.161188;46.158466;Charlieu: cloitre des cordeliers;france fr saintniziersouscharlieu auvergnerhônealpes
4.171611;46.159419;Charlieu : maison 'des Anglais';france fr charlieu auvergnerhônealpes
4.172444;46.159041;Charlieu : cité médiévale;france fr charlieu auvergnerhônealpes
4.172444;46.159041;Charlieu : cité médiévale;france fr charlieu auvergnerhônealpes
4.170055;46.156741;Charlieu : le Sornin;france fr charlieu auvergnerhônealpes
4.086402;46.147566;Briennon : port de plaisance;france fr briennon auvergnerhônealpes
4.086405;46.147580;Briennon : port de plaisance;france fr briennon auvergnerhônealpes
4.087736;46.148211;Briennon : église;france fr briennon auvergnerhônealpes
4.087725;46.148211;Briennon : église;france fr briennon auvergnerhônealpes
4.087725;46.148211;Briennon : église;france fr briennon auvergnerhônealpes
4.088086;46.147491;Briennon : canal de Roanne à Digoin;france fr briennon auvergnerhônealpes
4.088119;46.147480;Briennon : canal de Roanne à Digoin;france fr briennon auvergnerhônealpes
4.088086;46.147491;Briennon : canal de Roanne à Digoin;france fr briennon auvergnerhônealpes
4.045455;46.151233;La Bénisson-Dieu : porche;france fr labénissondieu auvergnerhônealpes
4.101780;45.896638;Château de la Roche : Sortie;france fr saintpriestlaroche auvergnerhônealpes
4.397095;45.442979;ST ETIENNE 05.2016;streetart wall graffiti mural ella stetienne pitre pitr ellapitr
4.397095;45.442979;ST ETIENNE 05.2016;streetart st wall mural ella etienne pitr ellapitr
4.717907;45.462230;Promenade entre père et fille à La Chapelle-Villars (Parc naturel du Pilat - France) #country #countryside #campagne #hike #hiking #kid #child #cute #pretty #adorable #horse #horses #pilat #pilatmonparc #loiretourisme #parcdupilat #rhonealpes #france #ig_;valencia square squareformat iphoneography instagramapp uploaded:by=instagram
4.588551;45.335434;3143GT;auto france classic car race vintage court italian nikon italia 2000 tour ferrari voiture collection triumph chassis gt tao italie 250 corto ancienne optic swb passo classique berlinetta 2016
4.299430;45.793980;Sittelle torchepot;animal loire oiseau faune sittelle sittelletorchepot
4.299430;45.793980;Sittelle torchepot;animal loire oiseau faune sittelle sittelletorchepot
4.299666;45.793756;Sittelle torchepot  17.05.0018;nature animal video loire oiseau faune sittelle sitelletorchepot
3.954187;45.862693;La chapelle St Barbe;france loire 42 forez sergepapin papouli42
3.855385;45.864821;Les Cornes d'Urfé.;france loire 42 forez sergepapin papouli42
4.288971;45.383723;DSCN4223;
4.228706;45.869467;La campagne en trois couleurs...;loire arbre marybel forez
4.289989;45.872560;Sur le Pont Marteau...;loire viaduc marybel forez rhônealpes pontmarteau
4.646787;45.480038;Sainte-Croix-en-Jarez;
4.645972;45.479580;Sainte-Croix-en-Jarez;
4.645586;45.479963;Sainte-Croix-en-Jarez - Cour des pères;
4.645253;45.479941;Sainte-Croix-en-Jarez - Bas relief de la Cour des Pères;
4.645435;45.481377;La Chartreuse de Sainte-croix-en-Jarez;
3.851051;46.063077;Forêt de Bouleaux (Birch forest);
4.233427;45.838441;La tour Mondon et son tapis de trèfles rouges.;marybel forez néronde tourmondon trèflesrouges
4.277629;45.876174;La campagne et le viaduc du pont Marteau.;loire campagne gand vache viaduc marybel forez pontmarteau rhönealpes stecolombesur
4.287913;45.389136;jupiter 12;
4.288172;45.389188;jupiter 12;
4.511604;45.439296;Elémenciel;france nikon ciel paysage tamron extérieur voie etoiles étoile etang 1024 exterieur d5200 lactee pilât
4.647302;45.479647;My garage..;street france canon eos spring day shot candid fr printemps f40 6d 24105mm saintecroixenjarez stecroixenjarez auvergnerhônealpes
4.644947;45.479191;A 80m;street france canon eos spring day shot candid fr printemps f40 6d 24105mm saintecroixenjarez stecroixenjarez auvergnerhônealpes
4.359932;45.661015;Maringes (Loire);france paysage loire printemps champ montsdulyonnais maringes
4.359932;45.661015;Maringes (Loire);france paysage loire printemps montsdulyonnais maringes
4.288992;45.383309;Firminy-site le Corbusier-la maison de la culture;
4.286761;45.384138;Firminy-site le Corbusier-la piscine;
4.286203;45.383663;Firminy-site Le Corbusier-église saint Pierre;
4.281044;45.378052;Firminy-site le Corbusier-Le modulor;
4.254863;45.401990;Un coin de ciel bleu;soleil reflet ciel nuage vitre
4.199738;45.684200;Grenouille;macro green nature canon vert frog loire animalplanet grenouille rhônealpes frapna tamron60mmf2 eos70d ecopôleduforez
4.287877;45.389030;Kiev 4  Jupiter 12 et viseur Foca;jupiter12 kiev4
4.259369;45.865234;En attendant le soleil...;france loire 42 forez sergepapin papouli42
4.671720;45.418630;Encore un beau levé de soleil sur le Parc naturel du Pilat (France) #sun #sunrise #sunshine #red #country #countryside #nature #instanature #naturelovers #pilat #pilatmonparc #loiretourisme #parcdupilat #rhonealpes #france #ig_france #digitalnomad #fujifi;square squareformat iphoneography instagramapp uploaded:by=instagram
3.984432;45.589897;Le matin du 1er mai.;france primavera spring mai neige paysage vsco
4.254863;45.401990;A travers la fenêtre;couleurs tags fenêtre friches
4.614858;45.386485;Low Drag, High Altitude;auto france cars car drag classiccar 2000 tour low 49 e type autos classiccars etype optic 2016 2kp jagaur fxn 49fxn
4.207248;45.947119;Avec un rayon de soleil...;arbres loire reflets marybel fabuleuse stsymphoriendelay rivièrelegand siteduplandeaudelaroche
4.009323;45.588335;DSC_7605;france primavera nature landscape spring ciel nuages paysage printemps tamron2875 doroga nikond7100
4.009323;45.588335;DSC_7573;france primavera nature landscape spring village ciel arbres paysage printemps chemin tamron2875 doroga nikond7100
4.207248;45.947119;Le pont de pierre.;loire marybel sitedelaroche stsymphoriendelay rivièrelegand
3.979024;46.032606;French Bull;
4.398322;45.450766;Départ !!;france rhônealpes saintétienne saintélyon
4.050951;45.908658;Dans les bois de Cierve...;loire marybel boisdecierve
3.994474;45.575900;DSC_7315;naturaleza france primavera nature montagne landscape spring arbres paysage loire avril printemps tamron2875 nikond7100
4.047260;45.912374;Le Pêt d'Ane...;loire marybel forez dancé lepêtdane presquïledemars
4.236602;45.501775;DSC_6664;france castle nature river spring riviere chateau paysage printemps vsco nikond7100
4.050951;45.908658;Invitation au pique-nique...;paysage loire marybel forez gorgesdelaloire tabledepiquenique
4.619235;45.387525;Légèreté;
3.994474;45.575900;The April snowstorm. Апрельская метель.;snow france primavera nature forest landscape spring village neige printemps vsco nikond7100
4.387053;45.440761;Spring in France;france spring stetienne lente printemps voorjaar
4.086008;46.024080;TER 889667 Roanne (12.45) - Lyon Perrache (14.20);stéphanegermain
4.085750;46.023966;TER 889667 Roanne (12.45) - Lyon Perrache (14.20);stéphanegermain
4.262813;45.544569;On a retrouvé les galinettes cendrées !;france fr andrézieuxbouthéon auvergnerhônealpes
4.262683;45.543658;Qui vient troubler mon repos ?;france fr andrézieuxbouthéon auvergnerhônealpes
4.262813;45.544569;Le château;france fr andrézieuxbouthéon auvergnerhônealpes
4.262844;45.544591;Cerisier en fleur;france fr andrézieuxbouthéon auvergnerhônealpes
4.262813;45.544569;P1020304.jpg;france fr andrézieuxbouthéon auvergnerhônealpes
4.262727;45.543666;P1020314.jpg;france fr andrézieuxbouthéon auvergnerhônealpes
4.400683;45.440708;Manif sur la loi de travail à ST Etienne;
4.390300;45.434700;Je ne comprends toujours pas l'art conceptuel. I still do not understand conceptual art. www.monsieurbidule.net/loire   #architecture #igersfrance #igerloire #igersart #igerssaintetienne #igersrhonealpes #instagram #infraculture #miami #miamiart #monaco #;square squareformat iphoneography instagramapp uploaded:by=instagram
4.507269;45.363664;Entre chien et loup;
4.461028;45.375242;Le pas de Riot;
4.581084;45.379793;Crest de la Perdrix;
4.561936;45.419858;départementale qui développe;
4.286640;45.383386;Je suis quelque part sur la ligne d'horizon. I'm somewhere on the horizon line. www.monsieurbidule.net/loire   #firminy #igersloire #saintetienne #loire #art #artcontemporain #contemporaryart #corbusier #lecorbusier #architecture #habitatforhumanity #miam;square squareformat iphoneography instagramapp uploaded:by=instagram
4.286640;45.383386;Je n'attends rien. I don’t wait anything. www.monsieurbidule.net/loire   #firminy #igersloire #saintetienne #loire #art #artcontemporain #contemporaryart #corbusier #lecorbusier #architecture #habitatforhumanity #miami #miamiart #artmiami #monaco #artmona;square squareformat iphoneography instagramapp uploaded:by=instagram
4.262073;45.498105;Baseball Made in France;france sport baseball ducks match casquette duffy balle batte
4.286640;45.383386;Le modernisme est derrière moi. Modernism is behind me. www.monsieurbidule.net/loire   #firminy #igersloire #saintetienne #loire #art #artcontemporain #contemporaryart #corbusier #lecorbusier #architecture #habitatforhumanity #miami #miamiart #artmiami #m;square squareformat iphoneography instagramapp uploaded:by=instagram
4.300000;45.383300;Puis-je être standard ? Can I be standard? www.monsieurbidule.net/loire   #firminy #igersloire #saintetienne #loire #art #artcontemporain #contemporaryart #corbusier #lecorbusier #architecture #habitatforhumanity #miami #miamiart #artmiami #monaco #artmon;square squareformat iphoneography instagramapp uploaded:by=instagram
4.096355;46.095674;Nature à la gravière aux oiseaux 42 300 Mably;
4.096612;46.096090;Nature à la gravière aux oiseaux 42 300 Mably;
4.096441;46.096180;Gravière aux oiseaux Mably;
4.171580;46.159430;Charlieu : la maison 'des Anglais';france fr charlieu auvergnerhônealpes
4.172444;46.159041;Charlieu : cité médiévale;france fr charlieu auvergnerhônealpes
4.172480;46.159041;Charlieu : cité médiévale;france fr charlieu auvergnerhônealpes
4.168547;46.157622;Charlieu : abbaye bénédictine - le cloitre;france fr charlieu auvergnerhônealpes
4.168469;46.157611;Charlieu : abbaye bénédictine - la salle du chapitre;france fr charlieu auvergnerhônealpes
4.168469;46.157611;Charlieu : abbaye bénédictine - la salle du chapitre;france fr charlieu auvergnerhônealpes
4.168469;46.157611;Charlieu : abbaye bénédictine - le cloitre;france fr charlieu auvergnerhônealpes
4.168469;46.157611;Charlieu : abbaye bénédictine - le cloitre;france fr charlieu auvergnerhônealpes
4.168197;46.157652;Charlieu : abbaye bénédictine;france fr charlieu auvergnerhônealpes
4.168875;46.157591;Charlieu : abbaye bénédictine - logis du prieur;france fr charlieu auvergnerhônealpes
4.168877;46.157619;Charlieu : abbaye bénédictine - logis du prieur;france fr charlieu auvergnerhônealpes
4.168877;46.157619;Charlieu : abbaye bénédictine;france fr charlieu auvergnerhônealpes
4.161188;46.158466;Charlieu: cloitre des cordeliers;france fr saintniziersouscharlieu auvergnerhônealpes
4.161188;46.158466;Charlieu: cloitre des cordeliers;france fr saintniziersouscharlieu auvergnerhônealpes
4.161188;46.158466;Charlieu: cloitre des cordeliers;france fr saintniziersouscharlieu auvergnerhônealpes
4.161188;46.158466;Charlieu: cloitre des cordeliers;france fr saintniziersouscharlieu auvergnerhônealpes
4.161250;46.158305;Charlieu: cloitre des cordeliers - abbatiale;france fr saintniziersouscharlieu auvergnerhônealpes
4.045455;46.151233;La Bénisson-Dieu : Abbatiale;france fr labénissondieu auvergnerhônealpes
4.045455;46.151233;La Bénisson-Dieu : Abbatiale;france fr labénissondieu auvergnerhônealpes
4.045455;46.151233;La Bénisson-Dieu : Abbatiale;france fr labénissondieu auvergnerhônealpes
4.045455;46.151233;La Bénisson-Dieu : clocher;france fr labénissondieu auvergnerhônealpes
4.045455;46.151233;La Bénisson-Dieu : détail;france fr labénissondieu auvergnerhônealpes
4.045455;46.151233;La Bénisson-Dieu : intérieur;france fr labénissondieu auvergnerhônealpes
4.045455;46.151233;La Bénisson-Dieu : toits;france fr labénissondieu auvergnerhônealpes
4.103358;45.896325;Château de la Roche : Sud;france fr saintpriestlaroche auvergnerhônealpes
4.102105;45.896541;Château de la Roche : Entrée;france fr saintpriestlaroche auvergnerhônealpes
4.101944;45.895936;Château de la Roche : tour;france fr saintpriestlaroche auvergnerhônealpes
4.101944;45.895936;Château de la Roche : détail;france fr saintpriestlaroche auvergnerhônealpes
4.100627;45.896530;Château de la Roche : Nord;france fr saintpriestlaroche auvergnerhônealpes
3.867187;45.828799;Visitor Meanwhile;
4.281321;45.377876;Je ne suis jamais sûr d'avoir coché la bonne case. I'm never sure to have ticked the appropriate box. www.monsieurbidule.net   #firminy #igersloire #saintetienne #loire #art #artcontemporain #contemporaryart #corbusier #lecorbusier #architecture #habitatf;square squareformat iphoneography instagramapp uploaded:by=instagram
4.525884;45.479053;Shooting Retro;old portrait people blackandwhite brick girl wall vintage asian friend noiretblanc room style figure chambre exyt
4.525884;45.479053;Shooting Retro;old portrait people blackandwhite brick girl wall vintage asian friend noiretblanc room style figure chambre exyt
4.525884;45.479053;Shooting Retro;old portrait people blackandwhite brick girl wall vintage asian friend noiretblanc room style figure chambre exyt
3.905811;46.057953;St Haon Le Chatel;france paysage coteroannaise villagedecaratère
4.647109;45.479181;Sainte-Croix-en-Jarez - Porche d'entrée;
4.525884;45.479053;Shooting Retro;
4.525884;45.479053;Shooting Retro;
4.525884;45.479053;Shooting Retro;
4.525884;45.479053;Shooting Retro;
4.525884;45.479053;Shooting Retro;
4.525884;45.479053;Shooting Retro;
4.525884;45.479053;Shooting Retro;
4.525884;45.479053;Shooting Retro;
4.671720;45.418630;Promenade en famille sur les hauteurs de Pélussin (Parc naturel du Pilat - France) #pelussin #country #countryside #campagne #landscape #landscape_lovers #landscapes #instawalk #hike #hiking #travelwithkids #familytravel #familytrip #river #pilat #pilatmo;square squareformat ludwig iphoneography instagramapp uploaded:by=instagram
3.891911;46.011807;Divergence;nuages personnages
4.525884;45.479053;Shooting Retro;old portrait people blackandwhite brick girl face wall vintage studio fun dress noiretblanc expression robe bijoux retro jewels visage exyt
4.525884;45.479053;Shooting Retro;old portrait people blackandwhite brick girl face wall vintage studio fun dress noiretblanc expression robe bijoux retro jewels visage exyt
4.525884;45.479053;Shooting Retro;old portrait people blackandwhite brick girl face wall vintage studio fun dress noiretblanc expression robe bijoux retro jewels visage exyt
4.525884;45.479053;Shooting Retro;old portrait people blackandwhite brick girl face wall vintage studio fun dress noiretblanc expression robe bijoux retro jewels visage exyt
4.525884;45.479053;Shooting Retro;old portrait people blackandwhite brick girl face wall vintage studio fun dress noiretblanc expression robe bijoux retro jewels visage exyt
4.525884;45.479053;Shooting Retro;old portrait people blackandwhite brick girl face wall vintage studio fun dress noiretblanc expression robe bijoux retro jewels visage exyt
4.525884;45.479053;Shooting Retro;old portrait people blackandwhite brick girl face wall vintage studio fun dress noiretblanc expression robe bijoux retro jewels visage exyt
4.524308;45.358630;Ballade dans le forez. Forêt du bessat France 42;
4.681077;45.418438;Promenade en famille sur les hauteurs de Pélussin (Parc naturel du Pilat - France) #pelussin #country #countryside #campagne #landscape #instawalk #hike #hiking #travelwithkids #familytravel #familytrip #river #pilat #pilatmonparc #loiretourisme #parcdupi;square squareformat lark iphoneography instagramapp uploaded:by=instagram
4.640007;45.478429;6H50;
3.889851;46.011420;Paysage Roannais;paysages arcon
4.500000;45.566700;upload;square squareformat clarendon iphoneography instagramapp uploaded:by=instagram
4.229156;45.824337;La tour Mondon.;france loire 42 forez sergepapin papouli42
4.061057;46.032785;Sans titre;noiretblanc pentax rugby loire stade pelouse homme jeu roanne joueur mêlée rugbymen justpentax pentaxart
4.287877;45.389030;Kiev 4  Jupiter 12 et viseur Foca;jupiter12 kiev4
4.647800;45.480300;Visite de la chartreuse de Sainte Croix En Jarez (Parc du Pilat - France) #saintecroixenjarez #village #oldvillage #country #countryside #countrylife #campagne #familytravel #magnifiquefrance #pilat #pilatmonparc #loiretourisme #parcdupilat #rhonealpes #f;square squareformat rise iphoneography instagramapp uploaded:by=instagram
4.374758;45.279716;;
4.254863;45.401990;Coin de fenêtre;couleurs tags friches
4.647800;45.480300;Visite de la chartreuse de Sainte Croix En Jarez (Parc du Pilat - France) #saintecroixenjarez #village #oldvillage #country #countryside #countrylife #campagne #familytravel #magnifiquefrance #pilat #pilatmonparc #loiretourisme #parcdupilat #rhonealpes #f;square squareformat hefe iphoneography instagramapp uploaded:by=instagram
4.717907;45.462230;Notre belle indienne dans le jardin (Parc naturel du Pilat - France) #kid #child #young #cute #pretty #adorable #sweet #happy #smile #indian #disguise #plaisirsimple #simplethings #detente #garden #easter #pilat #pilatmonparc #loiretourisme #parcdupilat #;square squareformat rise iphoneography instagramapp uploaded:by=instagram
4.263854;45.543954;Le château de Bouthéon;france loire 42 forez sergepapin papouli42
4.263854;45.543954;Le château de Bouthéon.;france loire 42 forez sergepapin papouli42
4.615674;45.384993;Vue sur la Vallée du Rhône;panorama pilat
4.717907;45.462230;Encore un beau levé de soleil sur le Parc naturel du Pilat (France) #sun #sunrise #sunshine #red #country #countryside #nature #instanature #naturelovers #tree #cloud #pilat #pilatmonparc #loiretourisme #parcdupilat #rhonealpes #france #ig_france #digital;square squareformat clarendon iphoneography instagramapp uploaded:by=instagram
4.399544;45.626538;Chapellerie Chazelles;
4.403669;45.615927;Chapellerie Chazelles;
4.394622;45.638761;Chapellerie Chazelles;
4.394986;45.638263;Chapellerie Chazelles;
4.394819;45.638336;Chapellerie Chazelles;
4.395736;45.636333;Chapellerie Chazelles;
4.394816;45.638363;Chapellerie Chazelles;
4.396530;45.637844;Chapellerie Chazelles;
4.394944;45.638297;Chapellerie Chazelles;
4.404300;45.616119;Chapellerie Chazelles;
4.394608;45.638880;Chapellerie Chazelles;
4.396308;45.634877;Chapellerie Chazelles;
4.394822;45.638327;Chapellerie Chazelles;
4.395802;45.638297;Chapellerie Chazelles;
4.395972;45.635419;Chapellerie Chazelles;
4.403672;45.615922;Chapellerie Chazelles;
4.403672;45.615922;Chapellerie Chazelles;
4.403672;45.615922;Chapellerie Chazelles;
4.394622;45.638761;Chapellerie Chazelles;
4.403672;45.615922;Chapellerie Chazelles;
4.486197;45.534394;Elfes;france rhônealpes valfleury saintélyon
4.486880;45.539147;La route;france rhônealpes saintélyon saintchristoenjarez
4.051573;45.908841;Le vieux mur.;france loire 42 forez sergepapin papouli42
4.051573;45.908841;Sous-bois Forézien.;france loire 42 forez sergepapin papouli42
4.052689;45.908140;Panorama  de la Loire dans le Forez;france loire 42 forez sergepapin papouli42
4.619235;45.387525;Matin dans le Microcosme;
4.619235;45.387525;Ladybugs;
4.619235;45.387525;Plante Acérée;
4.371002;45.279938;;
4.009859;45.965149;La Loire depuis Saint Jean Saint Maurice sur Loire;
4.727500;45.384722;Family visit the old village of Malleval / Visite en famille du vieux village de Malleval (Pilat - France) #malleval #village #oldvillage #country #countryside #countrylife #campagne #familytravel #travelwithkids #familytrip #instawalk #hike #hiking #kid;square squareformat ludwig iphoneography instagramapp uploaded:by=instagram
3.878989;45.631752;Le ruisseau de Pierre Brune.;france loire 42 forez sergepapin papouli42
3.877487;45.633073;Les Hautes Chaumes;france loire 42 forez sergepapin papouli42
4.050006;45.911749;_MG_5134m;
4.525884;45.479053;;
4.525884;45.479053;;
4.525884;45.479053;;
4.525884;45.479053;;
4.525884;45.479053;;
4.683952;45.418214;Antoine;
4.263713;45.544252;Jardin à la Française;france fr andrézieuxbouthéon auvergnerhônealpes
4.263177;45.545975;Des moutonS;france fr andrézieuxbouthéon auvergnerhônealpes
4.263222;45.545927;Autres Aurochs;france fr andrézieuxbouthéon auvergnerhônealpes
4.264305;45.547319;Un mini Genève;france fr andrézieuxbouthéon auvergnerhônealpes
4.264369;45.546800;Cornes d'auroch;france fr andrézieuxbouthéon auvergnerhônealpes
4.264175;45.545636;Au bout du parc;france fr andrézieuxbouthéon auvergnerhônealpes
4.264175;45.545636;Mes frères :);france fr andrézieuxbouthéon auvergnerhônealpes
4.264347;45.543944;L'entrée du château;france fr andrézieuxbouthéon auvergnerhônealpes
4.264830;45.546311;P1020269.jpg;france fr andrézieuxbouthéon auvergnerhônealpes
4.264808;45.546311;P1020273.jpg;france fr andrézieuxbouthéon auvergnerhônealpes
4.264411;45.546830;P1020277.jpg;france fr andrézieuxbouthéon auvergnerhônealpes
4.263177;45.545975;P1020291.jpg;france fr andrézieuxbouthéon auvergnerhônealpes
4.263713;45.544252;P1020328.jpg;france fr andrézieuxbouthéon auvergnerhônealpes
4.754462;45.377894;DSC_0029;kayak stpierredeboeuf
4.754462;45.377894;DSC_0030;kayak stpierredeboeuf
4.754462;45.377894;DSC_0031;kayak stpierredeboeuf
4.754462;45.377894;DSC_0032;kayak stpierredeboeuf
4.754462;45.377894;DSC_0033;kayak stpierredeboeuf
4.754462;45.377894;DSC_0034;kayak stpierredeboeuf
